500 100000
158 106 9.1987
12 128 4.4902
461 96 3.1793
487 268 0.3272
318 354 2.0147
248 246 8.3238
414 101 3.3806
117 200 0.0547
334 433 3.9209
216 488 0.5300
355 191 3.4728
81 401 1.9871
265 11 3.8640
220 172 9.9783
309 351 2.7956
292 374 4.3015
341 483 8.3136
323 84 2.9782
180 51 1.1836
262 178 9.4244
264 172 0.2850
311 333 0.9868
351 2 6.6539
363 75 2.5637
120 492 2.3616
22 376 4.8082
135 52 0.5935
134 165 5.8889
177 218 0.1630
95 110 9.9717
355 292 1.8391
61 213 0.4340
428 204 8.6757
408 438 0.0332
205 267 5.1723
254 206 4.9852
266 291 6.2284
133 313 5.5185
156 283 3.6566
33 481 2.6116
169 401 4.6965
64 488 3.8663
170 214 1.6492
245 272 2.6495
143 486 3.3254
308 101 9.2892
136 85 7.0824
22 122 6.0210
385 12 1.0804
331 248 4.7606
332 472 7.7579
315 194 3.6339
375 193 6.0872
39 191 2.1590
287 166 6.3965
393 195 3.3728
318 487 6.5049
124 462 3.1176
74 271 8.1748
205 277 0.4691
417 463 1.4184
494 318 9.4850
289 345 1.8088
289 433 3.4959
460 223 2.5316
430 75 1.8311
248 11 7.0485
447 61 4.6065
447 300 7.8689
493 443 4.2725
447 365 7.9848
255 489 7.3820
212 494 2.4199
113 388 1.3448
239 149 0.2936
439 333 3.4777
298 31 1.4113
233 446 7.0902
442 176 7.1483
92 152 2.5574
92 482 9.4016
371 355 8.8431
284 303 0.0199
282 361 3.4448
11 413 1.9265
341 297 2.0871
258 264 2.9518
191 181 5.7863
273 115 8.6191
308 202 5.8163
356 405 8.1310
185 86 1.0500
276 22 5.2695
391 341 9.9220
147 228 4.5166
133 390 8.0990
118 105 8.7535
474 292 6.4580
396 360 5.1098
158 18 9.1738
172 91 3.0634
72 184 9.4763
38 129 7.1374
391 20 8.8112
34 276 8.6253
458 492 8.5800
318 189 5.4141
245 319 5.8208
274 480 7.1997
19 163 6.2520
215 270 4.8623
474 300 7.5381
297 498 7.1817
64 214 7.9098
21 496 5.2111
159 499 7.3992
140 29 1.6266
168 319 0.6401
450 230 7.1336
87 240 5.8461
490 100 8.6351
309 213 8.9833
452 150 4.0932
123 250 0.5461
422 211 8.4581
414 407 4.7695
233 164 2.5374
161 68 7.3172
142 231 0.7301
284 257 9.6394
9 230 5.5993
127 168 8.5709
453 371 5.3023
152 247 0.8361
434 57 0.0893
49 448 8.1436
47 357 2.4500
210 476 4.3647
430 157 5.6638
257 204 6.7322
345 366 5.3863
428 364 8.3262
406 483 7.8444
47 139 2.9099
205 256 3.2189
31 48 9.1974
94 135 7.4666
104 239 6.6153
258 344 1.4675
285 104 3.5990
71 325 0.7337
255 12 7.5017
8 376 0.5930
1 353 9.8378
131 416 3.0154
474 385 9.2307
113 323 6.3537
51 275 6.2382
313 384 3.5035
199 485 3.3526
388 44 9.2307
197 333 9.2627
440 482 1.3966
314 158 0.8197
104 74 4.4933
104 213 6.2926
150 295 3.2498
429 102 3.7298
128 78 7.7926
454 28 5.5357
327 419 9.3914
3 359 0.4697
475 163 6.9179
306 248 6.7139
363 496 0.7377
324 372 9.6950
352 225 1.9393
6 57 4.9125
366 352 3.8277
408 343 9.4266
81 341 4.2510
64 362 9.9984
449 229 6.0872
395 439 6.0575
89 423 4.4408
47 254 7.1504
435 140 8.0170
234 205 8.4319
466 74 8.8385
270 291 7.2793
313 383 4.2932
215 69 4.3139
470 397 1.4630
236 144 1.7335
138 425 0.2321
438 181 3.0875
309 26 2.8451
451 383 4.5713
336 109 1.7060
328 489 2.9912
257 8 3.2480
386 170 3.7641
195 373 8.6049
352 280 9.9876
351 422 2.1834
53 437 6.6974
458 103 3.9362
198 477 3.7578
271 147 2.9247
171 236 3.5542
134 187 0.9218
41 204 1.7642
48 373 7.9119
338 168 5.2145
196 166 7.9289
457 203 6.2524
93 103 2.3556
114 283 5.6621
240 398 3.2262
106 300 3.7402
113 238 9.5863
476 293 3.3538
32 206 1.5633
246 485 4.1240
233 312 2.3872
34 40 8.9975
181 351 6.9273
99 150 3.9219
471 468 4.6804
225 433 3.9271
109 426 3.6878
335 171 6.3682
318 204 6.0206
241 79 6.1732
444 59 1.6551
364 226 7.5833
100 436 9.1419
405 200 7.7537
385 282 5.9717
221 138 1.6472
304 339 1.5500
415 399 5.4056
53 379 9.7985
149 410 3.1509
217 312 6.9495
55 164 1.2011
18 138 6.6120
406 12 8.8607
356 65 1.6606
164 452 2.5165
354 202 4.1847
350 3 3.5088
21 253 2.7994
331 114 1.8063
202 497 0.8753
68 139 3.7695
257 487 2.8408
232 78 7.4181
302 496 4.4537
199 26 5.7172
210 177 4.0285
145 144 0.5700
290 156 6.0843
190 435 0.9229
224 199 5.6149
204 63 2.0059
488 471 2.3655
251 377 9.1008
112 354 8.4450
299 112 5.2072
69 384 6.8405
317 324 3.0868
196 250 7.9578
443 422 6.7638
362 299 8.9460
460 464 7.2866
202 369 3.8042
230 491 2.6486
414 408 1.2063
384 94 1.9743
236 68 9.3108
78 409 0.8056
93 494 2.4623
470 92 0.4015
120 182 4.5661
471 34 0.0397
160 207 5.9268
199 53 8.8382
97 133 7.1774
390 121 0.0724
332 174 3.9628
221 131 2.4563
439 419 8.1952
382 413 7.6600
271 151 1.4533
313 121 3.8849
260 238 3.2828
460 401 0.7814
184 437 0.8884
204 453 4.9107
310 50 9.2682
322 85 0.4158
183 101 5.1326
449 21 9.3801
22 285 0.8038
154 291 6.2418
18 378 3.4107
80 122 0.8151
295 155 0.1143
107 297 8.6833
99 227 4.6572
491 282 6.4122
459 32 6.3029
422 320 1.6345
308 371 0.2887
440 127 8.9070
441 409 4.5269
414 31 2.7050
26 143 9.9261
422 372 9.2904
49 84 7.8832
493 392 0.5692
201 221 2.4495
485 159 6.0233
453 494 7.5008
164 194 9.8151
494 76 2.7003
250 337 0.9533
353 323 6.0223
140 340 4.6667
293 289 7.7967
435 354 4.1231
485 429 0.3444
86 308 2.9887
426 494 4.9653
193 181 9.0695
17 78 6.3793
53 51 6.0862
24 385 5.3781
69 130 7.4730
11 30 9.7814
166 20 8.5005
185 480 3.3385
12 162 5.1234
46 415 2.5994
88 306 5.3970
435 9 8.5237
394 408 2.5578
186 453 9.6292
205 287 1.9658
344 418 0.4168
370 221 7.7240
156 451 3.5222
306 450 7.1328
332 284 9.5540
478 14 2.8282
444 414 8.0548
375 6 3.2625
459 177 9.3848
192 400 4.3352
327 125 6.6956
190 444 5.3116
101 215 7.3443
138 259 6.0339
366 248 1.0712
412 483 1.5778
463 414 9.4218
71 483 1.7844
418 8 9.1338
499 497 4.9509
284 409 4.4579
75 206 8.6661
29 213 6.6989
154 161 9.2936
128 86 0.6763
121 63 3.0581
187 108 8.4392
430 480 4.3222
246 311 9.1278
474 458 7.8255
217 258 8.9024
265 55 0.6117
275 286 4.7897
177 22 7.1116
314 188 1.4611
417 147 7.1344
349 413 7.7148
42 140 9.2606
492 416 4.2366
131 228 4.9125
175 408 3.1262
489 314 3.9679
476 210 9.1109
284 60 0.5178
423 153 8.5941
81 396 7.5527
457 497 1.4764
144 92 0.4332
497 115 0.7855
63 347 3.3001
268 342 3.3633
337 450 2.4606
134 497 0.2827
351 117 4.2102
47 473 9.4987
109 256 4.1261
103 149 7.5204
197 20 5.6017
105 446 2.9291
369 377 8.4469
1 376 7.8008
11 433 2.0701
436 222 6.5246
424 48 6.4882
165 151 3.0852
376 354 5.3434
498 257 0.5946
302 487 4.5208
84 258 5.4603
43 144 2.3040
11 367 0.0202
109 483 7.7209
328 471 6.5334
369 190 8.2754
44 94 0.6857
162 10 7.9293
366 34 7.5486
171 394 6.3167
483 470 2.3610
355 148 6.3302
493 238 5.3547
323 213 1.8093
339 269 8.7979
205 356 3.8231
54 472 9.2231
68 28 3.7772
226 122 9.8964
74 208 3.8605
186 50 8.3497
350 441 4.8660
160 481 7.5483
416 409 3.1973
195 260 3.5466
414 444 4.1586
322 363 2.2573
240 135 3.8167
429 447 6.0494
488 450 1.5288
406 475 3.3442
163 401 1.6062
107 394 0.9665
74 314 8.3941
284 110 1.4910
241 209 3.4703
51 221 2.4269
42 43 4.9823
1 373 4.3046
471 206 6.4784
265 326 4.0425
469 354 6.3303
375 26 7.6974
473 258 8.3379
268 176 8.0721
305 47 6.9816
439 24 3.3457
436 195 9.3758
411 253 4.6334
437 148 8.6760
438 226 9.4548
242 456 6.6989
471 286 0.1049
162 430 3.5005
70 191 4.6360
400 301 1.9357
298 103 1.3614
360 355 0.3012
154 495 6.4409
334 64 8.2442
237 39 2.4727
287 21 0.9911
130 132 8.5506
262 87 0.1718
442 29 8.2300
112 115 7.4959
71 125 4.4885
111 295 4.7828
476 405 3.3376
491 87 9.6653
61 325 0.1342
19 248 0.5996
30 101 0.0817
104 483 9.5295
240 137 9.0593
344 199 6.9710
22 431 7.8114
180 91 1.6942
319 108 2.3254
127 76 9.0654
164 69 2.0762
200 441 5.7780
129 306 1.2206
274 300 6.0454
0 411 7.9960
442 472 2.9401
392 38 9.6742
416 340 1.4453
441 248 3.5714
436 257 4.5783
499 84 5.2849
242 111 2.1652
20 129 3.7498
142 125 6.9998
421 337 1.8830
338 289 1.2232
48 391 2.1368
182 375 4.9638
392 335 5.4999
269 497 7.3164
109 451 3.5841
225 307 5.7966
476 238 6.3822
209 347 7.2911
333 287 0.9810
412 392 6.5908
177 328 6.2499
266 135 0.9993
437 471 3.6044
321 466 1.8203
157 233 6.3782
318 469 1.8020
107 193 0.8373
455 237 1.2266
213 389 4.3424
146 130 4.4713
256 194 8.9280
25 215 2.4387
301 67 8.4963
294 112 5.5531
334 348 3.6790
237 98 9.0506
307 91 9.9870
456 394 9.3124
387 316 4.0477
20 365 4.3923
263 18 4.6018
347 275 6.6640
291 331 3.6479
112 104 0.7572
56 245 3.5034
152 496 9.4925
44 398 4.5102
221 467 0.8674
39 59 2.3588
283 439 7.8664
205 38 9.0068
330 69 2.8746
106 279 3.4876
84 0 2.2749
487 262 4.3861
199 456 5.0247
83 164 2.5175
338 254 8.6037
482 178 1.0102
275 109 1.6649
418 404 9.1868
176 461 2.4324
122 37 1.9899
96 132 1.7961
473 369 1.7559
478 457 3.6739
314 465 8.9958
332 333 0.1733
39 384 5.6102
260 0 0.4624
376 130 8.7760
11 443 6.7971
317 283 0.1810
4 356 3.9713
15 28 3.2465
480 297 8.3363
171 50 7.5902
424 329 3.8986
222 362 5.7055
40 376 2.3055
83 142 3.0146
276 311 5.4126
140 269 9.5565
111 285 6.5290
110 346 1.3816
495 16 1.6190
300 100 9.4117
354 278 8.6358
73 168 9.5509
367 320 2.5607
167 94 5.9302
282 70 2.1165
469 407 0.0212
13 368 8.7993
435 131 8.5388
21 141 5.2394
494 288 0.0536
87 131 6.8455
251 157 8.6997
57 11 4.7712
180 197 1.4895
332 122 2.8147
69 292 1.5152
221 118 4.6853
252 222 4.2636
100 241 9.5412
152 237 4.8044
163 6 2.1259
467 200 0.9944
26 465 0.1785
428 340 5.8425
470 85 5.9057
263 277 6.1547
87 414 8.7492
382 471 5.6729
88 299 9.6967
58 242 7.1762
390 356 9.4587
5 240 9.2284
244 129 2.6987
407 35 9.5376
190 45 2.2129
96 210 7.2386
117 466 8.3554
425 181 8.8199
242 494 4.5643
133 31 8.0503
352 442 9.3416
406 254 7.0118
492 447 6.2228
248 156 1.8032
405 39 6.9516
439 196 5.7015
136 56 1.1611
278 450 1.9272
252 436 8.1550
71 223 4.5575
367 106 8.0404
157 488 5.6187
284 98 5.3179
287 272 5.5339
327 302 8.2707
364 30 0.4945
156 92 3.7410
325 345 0.0165
121 390 7.5102
404 225 3.6951
42 229 4.2254
57 194 8.2056
446 116 1.3007
224 281 5.3715
204 250 9.7033
305 15 2.3926
177 351 1.4682
272 90 1.8313
226 107 1.4229
124 378 3.2703
153 415 1.8957
490 305 7.8582
91 491 0.5289
89 287 5.8430
204 221 4.0335
103 178 8.2605
442 123 1.0886
277 285 4.2820
368 279 4.2833
215 90 2.6492
319 321 7.4454
145 295 9.5577
434 20 2.5688
377 384 2.2124
340 237 2.4296
367 14 6.2347
311 412 6.6992
322 415 7.6185
8 167 0.4798
462 126 6.8768
60 253 7.5854
410 466 8.0927
490 338 1.7187
328 297 6.4973
407 230 8.8558
327 450 5.2008
135 469 0.7712
334 119 7.2357
362 132 3.2886
417 208 3.3016
388 34 5.9161
189 197 4.5309
120 75 7.3599
301 313 4.7911
100 34 4.6681
340 277 1.8634
62 355 1.8335
98 287 3.2514
190 176 0.3289
164 321 7.1290
178 444 5.1709
399 31 4.7680
156 497 2.8278
256 143 3.1293
284 76 0.6497
124 89 4.4482
75 263 4.5930
367 496 2.2474
108 67 5.7821
355 57 9.2962
59 494 0.9982
482 123 8.3681
233 232 6.2943
214 175 1.9600
10 435 1.2694
187 79 6.2992
381 458 1.5837
293 243 5.0333
97 91 8.2305
456 111 2.4115
264 194 0.7382
240 263 3.9382
2 151 2.9180
375 427 7.7421
447 153 4.6013
133 230 3.0325
90 262 5.1769
122 277 7.6118
413 223 7.8255
77 217 5.6852
153 289 3.0834
211 315 8.3939
214 37 3.1678
401 14 1.6588
61 83 5.8810
209 75 6.0665
88 156 7.6065
77 6 6.2120
240 292 2.8463
260 164 5.9618
122 197 6.2037
66 97 8.2767
261 68 4.3246
190 43 3.5141
34 348 8.0627
325 439 5.1566
27 361 6.4860
201 358 6.1546
408 363 8.6194
343 132 0.3889
329 89 8.0774
496 172 5.9678
429 486 9.2235
215 222 3.2990
414 135 5.7000
149 445 5.3842
255 335 0.5673
163 381 8.0279
306 128 4.4324
129 479 8.6787
437 126 9.2216
147 271 3.6987
474 467 9.7143
343 476 1.3863
407 466 4.4577
480 360 8.5497
122 13 5.7803
252 308 6.7453
161 290 1.6061
252 269 2.2856
134 292 1.4306
461 101 9.7951
91 398 8.7935
392 58 8.2851
236 37 7.2565
491 284 9.3756
483 139 9.7286
189 390 2.9102
469 490 4.1212
381 190 8.8718
466 387 2.8356
381 463 0.9660
474 136 4.4992
242 276 8.3760
311 135 2.3492
103 392 3.2766
369 54 5.9981
379 36 4.3854
435 490 3.9401
312 286 8.0663
27 149 5.6875
396 359 6.9652
434 125 2.7458
48 340 4.4963
204 105 8.7758
403 6 4.5186
429 6 5.0415
233 351 3.0174
33 361 2.1814
462 286 7.1178
464 221 2.6107
110 136 9.8499
374 418 8.2140
122 372 2.7535
461 42 1.5579
349 466 1.1642
319 70 4.8359
133 430 5.3312
346 423 2.5919
87 404 3.3709
215 182 9.1579
494 315 3.5284
366 196 6.4046
280 0 9.2838
9 58 7.5514
90 219 1.3765
114 458 7.0367
389 363 7.2877
262 115 1.6780
171 273 2.9517
359 24 4.8936
244 78 0.4644
451 397 7.3962
91 10 4.0962
397 86 5.7472
101 99 4.9340
301 87 7.9192
356 171 6.2409
293 483 8.3576
155 425 6.7448
337 392 9.2641
347 456 9.2661
27 156 1.5975
227 397 8.7539
162 310 1.8223
472 403 8.7217
231 393 1.1559
196 287 0.6180
158 93 4.7696
300 159 1.0256
458 101 6.5967
44 224 6.2967
4 195 5.3458
421 8 9.7130
399 125 8.4617
53 399 3.5686
356 77 7.3189
90 344 4.9322
308 222 2.8230
61 174 3.3487
294 325 5.4841
195 86 9.1015
383 264 3.2211
129 74 3.1842
460 219 8.8399
253 480 1.2995
435 55 5.5025
85 390 7.9793
456 172 9.2475
87 158 1.1742
375 49 9.8724
149 339 0.6750
188 453 8.6941
368 65 1.2228
49 253 1.6490
494 263 3.4442
44 193 5.5922
453 251 9.4402
376 70 7.3236
140 265 9.5320
350 84 4.4457
217 452 4.3223
32 361 5.4595
394 296 6.1181
224 70 7.8932
331 389 5.8074
330 249 7.1026
297 252 4.0506
398 476 0.4853
184 424 5.2919
24 336 7.0578
235 214 0.9685
494 411 7.5111
9 446 8.4491
159 213 2.5067
71 311 6.6658
163 169 2.1804
235 170 8.3444
389 373 9.0211
45 113 3.9404
264 103 2.1260
17 204 7.0648
386 471 3.7250
107 45 8.2314
223 141 0.0119
160 149 1.9539
81 45 9.5187
400 267 2.3910
12 292 2.8068
228 204 1.7955
258 439 0.1664
186 230 7.7089
216 358 4.4058
250 216 9.6427
99 115 4.4985
65 213 2.5443
101 379 7.4747
182 344 2.8026
22 178 9.5740
56 199 2.5580
79 70 1.7050
298 57 9.2230
67 215 2.9939
433 116 2.8499
9 76 7.5718
444 158 1.3774
312 171 2.1642
66 163 7.6053
193 252 9.3366
192 102 2.1816
58 172 0.5483
129 100 6.8439
160 394 5.2123
126 94 9.3475
4 30 4.1820
265 221 6.1920
92 313 9.8519
307 410 5.5966
367 467 0.4351
326 205 9.7115
79 379 6.0092
148 110 5.2558
488 400 7.6594
71 58 0.6249
75 109 5.4104
214 56 0.1297
372 67 8.9366
118 252 0.4094
452 417 0.2844
289 323 0.9809
350 37 5.0749
18 349 5.8555
129 453 7.8473
347 96 9.9205
353 456 4.4006
121 159 9.3426
212 422 1.1740
264 322 2.7199
193 262 9.6028
472 388 2.0546
407 121 8.8653
424 37 2.2799
196 103 3.7414
123 73 2.3501
396 140 1.5583
182 338 8.7126
22 278 5.8171
142 205 3.5253
491 130 1.7661
135 164 6.6488
329 271 0.7517
472 166 2.6567
446 448 1.3417
370 88 3.8051
225 336 8.7319
180 156 8.5517
251 354 4.6836
128 428 0.0598
404 407 7.5868
208 78 6.4990
354 119 5.3363
17 386 1.7746
151 410 5.0821
491 121 2.8813
200 44 0.9757
58 92 4.6978
311 314 3.9981
331 479 6.7407
27 222 6.6099
130 113 7.5394
438 134 2.2644
121 474 9.0539
129 227 4.6929
378 435 3.8832
197 168 1.5831
477 89 3.6038
334 374 7.9874
318 451 1.6349
209 432 5.8497
465 446 0.6981
24 226 3.2792
71 155 6.8702
324 384 5.7551
66 366 5.5265
59 264 3.5197
399 461 0.0559
175 120 4.4494
332 280 3.7474
186 60 0.3538
307 105 6.3955
295 484 1.7972
26 73 6.6451
1 444 3.8062
121 198 4.7806
39 107 9.1127
422 196 2.5025
412 291 8.7452
14 47 3.0516
425 193 2.6143
156 433 6.2052
207 99 1.7710
89 204 3.0081
187 130 4.6516
31 149 3.5027
220 411 2.4447
428 11 6.8499
226 252 0.0581
144 480 3.1966
182 446 1.9868
460 413 7.6763
493 97 0.9847
185 286 7.6390
150 335 9.6420
400 80 8.0502
201 310 4.7447
188 272 6.5698
293 118 6.7938
426 475 7.7686
104 312 8.5759
45 386 2.5866
401 55 5.4089
24 484 9.7673
164 36 1.1596
215 357 0.5114
87 88 8.8617
157 35 4.3525
362 398 1.7018
443 455 4.0967
345 249 3.3485
473 182 7.2845
114 205 2.8592
393 219 4.4047
447 278 6.4366
171 447 1.5058
182 63 2.5531
39 420 7.9376
174 5 6.3988
340 198 3.7304
498 435 1.2131
155 373 4.0170
100 249 9.0727
204 463 1.9284
120 2 1.3449
23 289 0.6201
222 180 2.6748
322 175 7.6739
392 285 3.6445
347 427 1.7048
223 468 6.9801
168 344 3.9506
147 491 1.8742
489 404 7.5783
299 91 1.8427
287 497 0.6886
419 314 1.8548
266 208 0.8986
132 360 6.1503
254 4 0.6891
8 333 7.5107
350 0 0.9190
234 425 6.8913
225 133 5.9821
307 19 0.7065
310 350 5.7743
241 94 0.1004
408 257 3.0127
185 328 1.0781
482 329 4.0110
270 133 8.5042
283 358 4.4800
421 302 2.6388
44 417 1.2239
97 216 5.3110
186 23 8.9346
5 110 1.0984
149 185 2.7646
17 452 0.4042
211 402 9.7394
229 424 0.2187
190 66 9.0021
433 406 3.2741
281 77 6.9571
175 499 4.6697
216 182 7.8935
37 431 0.6279
390 351 9.2457
491 157 4.0413
163 74 2.0673
292 121 1.1262
225 469 4.0921
154 329 1.7579
237 225 2.6862
247 328 0.3681
339 123 5.6659
444 436 4.7782
432 479 0.8829
285 175 8.6582
206 242 7.7168
157 330 2.0277
311 448 9.3844
29 302 4.5219
135 136 0.9575
114 196 2.6230
241 77 5.4283
62 211 1.9166
369 141 9.1147
418 256 0.5417
409 454 1.5584
40 11 2.0276
101 283 8.0825
332 91 0.0991
398 144 3.6592
269 352 4.1240
49 284 7.7885
116 110 5.1301
427 112 5.1437
242 436 7.0528
468 385 5.8138
99 460 5.2005
439 376 8.8860
2 240 3.7369
9 152 1.9823
304 379 7.1795
426 237 4.2657
244 240 8.5865
31 86 1.7633
2 172 8.0587
390 262 5.0568
407 186 7.0765
310 101 3.3368
219 164 4.5945
103 445 7.1003
68 50 3.8063
10 179 5.1525
325 350 3.5577
413 306 8.4260
111 57 4.8234
181 280 7.2403
490 31 9.6597
469 204 8.2637
361 35 7.6454
299 192 3.0581
358 294 9.9777
81 495 1.1949
122 356 9.2113
419 230 6.7197
383 44 8.4060
32 490 4.9898
397 428 0.1168
235 386 1.2770
323 147 1.9092
116 302 5.4663
215 78 2.3419
65 140 2.9032
135 84 1.4324
439 131 1.7580
314 266 0.0104
246 395 1.8104
61 430 1.7748
303 147 3.8676
268 220 2.7023
278 381 6.1810
348 89 3.2812
352 410 7.2438
493 120 2.5968
345 231 7.8928
280 432 1.8708
267 264 9.5026
259 202 4.1461
184 192 7.2170
89 65 2.8033
487 437 1.6429
294 434 4.1024
466 41 5.8202
31 403 9.4662
301 183 2.6691
275 486 4.5583
456 49 9.9082
27 64 5.7556
486 329 4.3698
64 106 8.0732
475 380 7.1028
65 256 5.1060
285 228 4.0561
268 289 2.5690
304 256 7.6877
33 450 8.6684
449 45 3.8307
487 462 1.6439
91 354 4.7731
361 250 8.4441
392 224 1.9197
50 180 7.5245
52 353 1.0487
209 443 8.0259
161 186 3.7532
331 81 8.1678
398 65 6.6029
283 390 1.8644
340 294 1.6891
408 332 4.9916
211 406 3.8010
453 45 0.1157
393 63 6.8726
58 486 1.9105
176 451 8.5654
437 35 5.1523
194 29 4.8860
214 268 4.3283
73 308 0.4409
141 171 0.5341
297 399 3.6671
127 352 7.0179
157 91 0.5535
104 460 8.6237
363 116 5.7254
80 218 5.9406
115 114 4.3572
443 362 1.6354
352 16 8.5702
437 146 6.9268
29 160 1.7016
315 310 0.9176
401 473 1.1155
351 396 2.1592
292 405 4.3817
60 476 1.2566
28 195 7.2886
81 474 6.7905
116 25 3.9822
291 65 1.8435
93 116 9.2077
165 323 2.0273
112 318 0.0167
38 224 0.5874
444 80 6.0362
35 212 0.0898
127 271 9.4600
98 252 3.8321
319 343 9.5321
446 13 8.4009
41 90 7.2962
419 55 6.5251
194 137 2.8606
281 145 4.7886
383 359 1.0911
37 81 9.8188
301 488 7.2495
488 150 3.6001
249 442 7.1045
404 64 6.1172
215 411 1.7368
66 75 6.1764
217 75 6.8830
36 388 3.5079
441 24 0.5273
308 480 7.4983
56 273 4.3046
69 222 7.8488
454 22 6.4185
133 155 6.2376
129 159 2.1759
435 451 9.2646
72 114 5.9595
85 389 3.0863
84 488 4.5705
188 363 1.3758
457 430 6.5985
80 201 8.9095
108 457 6.1509
262 282 3.8923
159 426 9.4056
251 327 0.0786
348 380 4.8550
195 335 4.8622
127 331 4.7777
160 33 4.5401
38 116 9.6163
67 406 7.8061
457 71 3.9216
202 440 1.7976
199 7 1.2219
124 157 0.3414
410 360 2.4156
39 280 8.8535
248 5 5.0180
371 298 2.3351
311 449 1.5964
215 282 5.7328
26 105 2.0918
92 266 5.1947
7 171 2.6995
358 343 6.7974
304 399 4.9914
323 130 2.4950
338 191 1.8054
201 324 0.8085
481 460 7.5762
8 21 6.6914
287 273 0.1248
272 125 5.3576
489 44 2.3993
111 498 4.1470
423 235 2.5384
31 222 1.2030
497 19 9.2353
438 21 7.2700
349 401 9.7230
417 154 9.2620
241 280 7.6532
132 10 6.6608
237 498 2.7186
235 473 6.7075
262 296 5.9435
137 306 7.6834
296 191 6.9096
143 325 2.1836
299 170 1.9319
160 40 8.7920
9 335 3.7644
138 123 2.5984
127 450 4.8233
367 386 1.6691
244 179 2.5870
462 372 4.4761
423 254 4.2132
19 330 9.6953
78 285 9.8274
248 53 7.9155
152 435 1.7840
405 284 2.0831
203 163 5.2762
117 440 8.7530
115 281 2.9596
7 232 9.0197
231 64 2.3759
38 379 0.6618
66 13 2.3804
69 168 6.2703
244 317 9.6671
89 376 6.4112
191 414 5.8434
54 240 2.9641
152 166 9.2002
437 149 8.5439
419 81 2.4496
76 67 7.2656
330 190 6.4452
296 407 5.1477
281 196 3.1752
334 230 6.2232
379 271 5.6289
228 91 4.9200
374 222 1.2061
39 352 1.7533
70 283 2.3916
148 392 6.6750
188 290 5.4437
217 410 0.8013
365 181 7.4326
274 259 7.2797
101 456 1.1965
375 140 6.1123
31 221 4.0869
216 398 0.9968
14 373 8.7343
274 303 8.5325
29 300 5.0537
5 487 3.0318
187 64 0.7398
453 103 9.9440
422 210 5.4896
403 101 4.8989
136 272 2.4958
67 435 8.1790
318 83 3.6844
161 329 0.1781
132 156 7.3350
221 96 5.9777
298 224 3.5969
271 295 6.6335
292 333 3.0858
253 107 1.4146
296 388 0.5983
365 325 6.9080
497 61 0.5708
228 399 8.4758
51 90 2.9477
319 349 5.2534
266 204 6.4560
446 164 0.7368
131 304 8.2437
411 107 8.5534
208 190 3.9392
274 117 1.0113
163 9 2.6994
477 441 3.1817
51 45 7.6432
20 141 7.0906
248 31 4.3962
395 235 3.6614
451 485 8.0295
387 47 4.1040
224 446 3.3543
264 198 2.0193
149 4 5.3106
141 212 8.6503
310 315 4.0143
349 472 1.4398
319 434 0.2208
102 387 4.9030
158 230 4.6070
345 42 2.0726
134 342 2.0142
206 18 5.9107
33 142 8.4864
183 472 9.2283
19 316 2.6920
484 203 6.3920
235 149 2.8383
245 342 0.3025
348 331 6.8402
321 292 8.8424
168 69 4.5874
275 348 1.3172
244 490 2.4962
449 251 5.3441
18 107 5.1264
216 201 0.9034
93 166 5.6848
116 174 7.3327
134 216 1.5965
405 275 0.4209
423 205 4.0354
191 368 0.2604
328 30 6.9326
347 407 0.0610
264 255 3.1335
74 242 1.5586
466 379 2.0051
249 51 9.6492
285 5 4.1432
342 216 5.6638
476 451 6.8792
235 147 9.6222
207 81 2.8291
36 76 8.6785
13 0 3.1717
365 354 8.5853
375 50 1.1768
362 394 1.2123
325 263 9.4797
112 301 9.0408
241 177 0.8534
85 415 4.3005
430 404 0.7719
375 488 9.8958
294 416 7.3587
130 405 9.4045
58 428 7.2879
105 5 1.9629
198 150 4.5694
467 9 0.6595
334 44 3.6341
105 477 5.0772
210 161 3.1467
470 293 3.8108
186 319 5.6120
377 402 2.3894
249 148 7.7986
380 268 9.9805
431 174 5.1166
151 122 3.6126
228 377 3.8095
374 331 3.6084
264 387 6.3152
410 176 0.0336
84 91 4.9726
101 316 7.4216
102 43 6.7248
436 448 9.3899
322 176 6.3335
138 285 7.7844
227 24 3.4682
257 258 3.6977
164 409 1.4479
492 324 7.3734
384 70 9.5659
149 331 8.6056
252 109 6.0688
440 20 8.1086
132 5 5.6263
487 388 4.6861
209 437 8.9133
419 172 4.0887
306 99 3.9654
83 90 2.2648
192 322 8.3499
303 472 4.6584
334 368 1.1911
56 121 5.6880
151 349 6.8468
248 255 8.3081
356 142 0.5634
483 56 3.7235
0 321 4.7004
166 483 2.5686
315 464 9.4006
465 419 5.3042
84 479 4.8731
177 494 2.3332
239 326 3.6897
348 16 1.6931
279 406 6.5930
182 96 8.8231
41 64 0.4655
347 44 6.8875
278 162 9.4987
52 58 5.5032
168 106 4.3547
3 2 0.0832
349 403 5.4338
269 429 2.5073
42 24 2.7246
370 281 4.6706
311 242 1.7640
56 241 2.7528
36 31 8.2731
118 32 8.6495
308 238 0.0746
280 297 4.2225
118 152 1.2722
99 49 7.6860
393 427 4.6491
27 68 8.8978
445 168 6.4043
340 437 7.1171
431 269 5.0259
250 154 5.4658
11 484 8.2081
477 456 1.9283
437 128 1.7218
170 192 3.2737
395 437 3.1257
